P,Player,Week,Team,Opp,Opp Rank,FDSal,DKSal,FD Points,DK Points
WR,DeVante Parker,4,MIA,IND,28,5400,5200,15.7,17.7
WR,DeVonta Smith,4,PHI,KC,27,5900,5700,15.7,22.2
WR,Jamison Crowder,4,NYJ,TEN,31,5500,4600,15.6,19.1
WR,John Ross,4,NYG,NO,18,4600,3000,15.2,16.7
WR,A.J. Green,4,ARI,LAR,13,5600,4500,15.2,17.7
WR,Stefon Diggs,4,BUF,HOU,9,8000,7600,14.9,21.4
WR,Kenny Golladay,4,NYG,NO,18,5900,5500,14.6,20.6
WR,DK Metcalf,4,SEA,SF,15,7700,7200,14.5,16.5
WR,Amari Cooper,4,DAL,CAR,7,7600,6000,14.4,15.9
WR,Laviska Shenault Jr.,4,JAX,CIN,19,5500,4200,14,17
WR,Hunter Renfrow,4,LV,LAC,2,5600,4600,13.5,16.5
WR,Robert Woods,4,LAR,ARI,23,6200,5300,12.8,14.8
WR,Jakobi Meyers,4,NE,TB,32,5700,5200,12.8,16.8
WR,Calvin Ridley,4,ATL,WAS,29,7200,7000,11.5,15
WR,Mike Evans,4,TB,NE,5,7000,6500,11,14.5
WR,Kadarius Toney,4,NYG,NO,18,4900,3300,10.9,13.9
WR,Keelan Cole,4,NYJ,TEN,31,4500,3000,10.7,12.2
WR,Ja'Marr Chase,4,CIN,JAX,21,7400,5900,10.7,13.7
WR,Emmanuel Sanders,4,BUF,HOU,9,5800,4900,10.6,13.1
WR,Quintez Cephus,4,DET,CHI,24,5200,4000,10.3,12.3
WR,Cedrick Wilson,4,DAL,CAR,7,5200,4000,10,11
WR,Amon-Ra St. Brown,4,DET,CHI,24,4900,3200,10,13
WR,James Proche II,4,BAL,DEN,8,4600,3000,9.9,12.4
WR,Antonio Brown,4,TB,NE,5,6000,5000,9.8,13.3
WR,Freddie Swain,4,SEA,SF,15,4800,3900,9.5,11
WR,Davante Adams,4,GB,PIT,26,8100,7900,9.4,12.4
WR,James Washington,4,PIT,GB,10,5100,4100,8.9,10.9
WR,Cooper Kupp,4,LAR,ARI,23,8600,7800,8.9,11.4
WR,Michael Pittman Jr.,4,IND,MIA,19,5800,5400,8.9,11.9
WR,Josh Reynolds,4,TEN,NYJ,4,5000,3000,8.9,11.9
WR,DeAndre Carter,4,WAS,ATL,22,4500,3000,8.9,9.4
WR,Chester Rogers,4,TEN,NYJ,4,5100,3300,8.8,11.3
WR,DeAndre Hopkins,4,ARI,LAR,13,7600,7700,8.7,10.7
WR,Marquez Callaway,4,NO,NYG,11,5600,4300,8.4,9.4
WR,Rashard Higgins,4,CLE,MIN,30,5000,4300,8.3,10.3
WR,Kendrick Bourne,4,NE,TB,32,5100,4000,8.3,10.8
WR,Greg Ward,4,PHI,KC,27,4500,3000,8,8.5
WR,Allen Robinson II,4,CHI,DET,15,6400,5800,7.8,9.3
WR,Deonte Harris,4,NO,NYG,11,5100,3500,7.7,10.2
WR,Henry Ruggs III,4,LV,LAC,2,5900,5400,7.5,9
WR,Nelson Agholor,4,NE,TB,32,5400,4500,7.4,8.9
WR,Robby Anderson,4,CAR,DAL,24,5700,5100,7.4,9.9
WR,Brandon Zylstra,4,CAR,DAL,24,4900,3200,7.3,8.3
WR,Brandin Cooks,4,HOU,BUF,1,6900,6400,7.2,9.7
WR,Keenan Allen,4,LAC,LV,12,7100,6800,7.1,10.6
WR,Chris Godwin,4,TB,NE,5,7500,6300,7,8.5
WR,Sammy Watkins,4,BAL,DEN,8,5500,5100,6.9,8.9
WR,Jody Fortson,4,KC,PHI,2,4500,2500,6.7,7.2
WR,Cameron Batson,4,TEN,NYJ,4,4900,3000,6.7,7.2
WR,Ty Montgomery,4,NO,NYG,11,4600,3000,6.4,7.9
WR,Zach Pascal,4,IND,MIA,19,5100,4500,6.4,8.4
WR,Courtland Sutton,4,DEN,BAL,17,6300,5700,6.2,7.7
WR,Adam Thielen,4,MIN,CLE,6,7500,6800,6.1,7.6
WR,Mohamed Sanu Sr.,4,SF,SEA,20,4700,3100,5.5,7.5
WR,Tim Patrick,4,DEN,BAL,17,6100,4900,5.4,6.9
WR,Rondale Moore,4,ARI,LAR,13,5300,4600,5.2,6.7
WR,Mecole Hardman,4,KC,PHI,2,5500,4400,5.1,6.1
WR,K.J. Osborn,4,MIN,CLE,6,5300,3700,5.1,6.6
WR,Jaylen Waddle,4,MIA,IND,28,5400,4900,4.8,6.3
WR,Quez Watkins,4,PHI,KC,27,5200,3500,4.8,6.3
WR,Devin Duvernay,4,BAL,DEN,8,5000,3900,4.6,6.1
WR,Nick Westbrook-Ikhine,4,TEN,NYJ,4,5300,3200,4.4,5.9
WR,Tyler Lockett,4,SEA,SF,15,7900,7100,4.4,6.4
WR,Jamal Agnew,4,JAX,CIN,19,4600,3000,4.3,4.8
WR,Allen Lazard,4,GB,PIT,26,5300,3600,4.3,5.3
WR,Odell Beckham Jr.,4,CLE,MIN,30,6600,5800,4.1,5.1
WR,Marvin Jones Jr.,4,JAX,CIN,19,6800,5400,3.9,5.4
WR,Curtis Samuel,4,WAS,ATL,22,5300,3000,3.9,5.9
WR,Jalen Guyton,4,LAC,LV,12,4700,3000,3.4,3.9
WR,Byron Pringle,4,KC,PHI,2,5100,3000,3.3,4.3
WR,Parris Campbell,4,IND,MIA,19,4700,3200,3.2,4.2
WR,Trenton Irwin,4,CIN,JAX,21,4500,3000,3,3.5
WR,Jalen Reagor,4,PHI,KC,27,5500,4700,2.6,3.1
WR,Cole Beasley,4,BUF,HOU,9,5900,5400,2.6,3.6
WR,Tajaé Sharpe,4,ATL,WAS,29,4600,3000,2.5,3.5
WR,Chris Hogan,4,NO,NYG,11,4700,3000,2.5,3.5
WR,Adam Humphries,4,WAS,ATL,22,4700,3600,2.4,2.9
WR,Dyami Brown,4,WAS,ATL,22,4900,3400,2.4,2.9
WR,Auden Tate,4,CIN,JAX,21,4600,3000,2.3,2.8
WR,CeeDee Lamb,4,DAL,CAR,7,7400,6700,2.3,3.3
WR,Ashton Dulin,4,IND,MIA,19,4500,3000,2.2,2.7
WR,Dede Westbrook,4,MIN,CLE,6,4500,3000,2.2,2.7
WR,Trinity Benson,4,DET,CHI,24,4600,3000,2.2,3.2
WR,JuJu Smith-Schuster,4,PIT,GB,10,6000,5600,2.1,3.1
WR,Olamide Zaccheaus,4,ATL,WAS,29,4800,4100,2,2.5
WR,Braxton Berrios,4,NYJ,TEN,31,4700,3700,2,2.5
WR,Brandon Aiyuk,4,SF,SEA,20,5700,5000,2,2.5
WR,Willie Snead IV,4,LV,LAC,2,4800,3000,2,2.5
WR,Jauan Jennings,4,SF,SEA,20,4600,3000,1.9,2.4
WR,KhaDarel Hodge,4,DET,CHI,24,4500,3000,1.8,2.3
WR,Kendall Hinton,4,DEN,BAL,17,6000,3000,1.8,2.3
WR,Albert Wilson,4,MIA,IND,28,4500,3100,1.6,2.1
WR,Mike Williams,4,LAC,LV,12,7800,7200,1.6,2.1
WR,N'Keal Harry,4,NE,TB,32,5000,3000,1.5,2
WR,Tavon Austin,4,JAX,CIN,19,4500,3000,1.3,1.8
WR,William Fuller V,4,MIA,IND,28,5300,4800,1.1,1.6
WR,DeSean Jackson,4,LAR,ARI,23,5400,3800,1.1,1.6
WR,Christian Kirk,4,ARI,LAR,13,6000,5300,1,1.5
WR,Zay Jones,4,LV,LAC,2,4900,3000,1,1.5
WR,Bryan Edwards,4,LV,LAC,2,5300,4100,0.9,1.4
WR,Anthony Miller,4,HOU,BUF,1,5200,3700,0.8,1.3
WR,Terrace Marshall Jr.,4,CAR,DAL,24,5000,4000,0.7,1.2
WR,Ray-Ray McCloud,4,PIT,GB,10,4600,3200,0.7,1.2
WR,Mike Thomas,4,CIN,JAX,21,4600,3000,0.5,1
WR,Marquise Goodwin,4,CHI,DET,15,4700,3100,0.1,0.1
WR,Stanley Morgan,4,CIN,JAX,21,4500,3000,0,0
WR,Tee Higgins,4,CIN,JAX,21,6500,5000,0,0
WR,DJ Chark Jr.,4,JAX,CIN,19,6200,5000,0,0
WR,Tyron Johnson,4,JAX,CIN,19,4600,3000,0,0
WR,Russell Gage,4,ATL,WAS,29,5000,4300,0,0
WR,Christian Blake,4,ATL,WAS,29,4600,3000,0,0
WR,Frank Darby,4,ATL,WAS,29,4500,3000,0,0
WR,Jake Kumerow,4,BUF,HOU,9,4500,3000,0,0
WR,Isaiah McKenzie,4,BUF,HOU,9,4600,3100,0,0
WR,Gabriel Davis,4,BUF,HOU,9,4800,3400,0,0
WR,Alex Erickson,4,CAR,DAL,24,4500,3000,0,0
WR,Shi Smith,4,CAR,DAL,24,4500,3000,0,0
WR,Breshad Perriman,4,CHI,DET,15,4500,3000,0,0
WR,Damiere Byrd,4,CHI,DET,15,4600,3000,0,0
WR,Nsimba Webster,4,CHI,DET,15,4500,3000,0,0
WR,Donovan Peoples-Jones,4,CLE,MIN,30,5300,3200,0,0
WR,Anthony Schwartz,4,CLE,MIN,30,4700,3000,0,0
WR,Noah Brown,4,DAL,CAR,7,4500,3000,0,0
WR,Malik Turner,4,DAL,CAR,7,4500,3000,0,0
WR,Simi Fehoko,4,DAL,CAR,7,4500,3000,0,0
WR,Tom Kennedy,4,DET,CHI,24,4500,3000,0,0
WR,Danny Amendola,4,HOU,BUF,1,4700,3200,0,0
WR,Andre Roberts,4,HOU,BUF,1,4500,3000,0,0
WR,Chris Conley,4,HOU,BUF,1,4700,3000,0,0
WR,Mike Strachan,4,IND,MIA,19,4600,3000,0,0
WR,Demarcus Robinson,4,KC,PHI,2,4900,3800,0,0
WR,Marcus Kemp,4,KC,PHI,2,4600,3000,0,0
WR,Daurice Fountain,4,KC,PHI,2,4500,3000,0,0
WR,Mack Hollins,4,MIA,IND,28,4500,3000,0,0
WR,Preston Williams,4,MIA,IND,28,4600,3000,0,0
WR,Ihmir Smith-Marsette,4,MIN,CLE,6,4500,3000,0,0
WR,Kenny Stills,4,NO,NYG,11,1,3000,0,0
WR,Lil'Jordan Humphrey,4,NO,NYG,11,4500,3000,0,0
WR,Sterling Shepard,4,NYG,NO,18,6100,5500,0,0
WR,C.J. Board,4,NYG,NO,18,4700,3000,0,0
WR,Darius Slayton,4,NYG,NO,18,5200,4200,0,0
WR,Collin Johnson,4,NYG,NO,18,5200,3200,0,0
WR,Jeff Smith,4,NYJ,TEN,31,4500,3000,0,0
WR,Denzel Mims,4,NYJ,TEN,31,4700,3000,0,0
WR,Elijah Moore,4,NYJ,TEN,31,4900,3900,0,0
WR,J.J. Arcega-Whiteside,4,PHI,KC,27,4500,3000,0,0
WR,Julio Jones,4,TEN,NYJ,4,6700,6500,0,0
WR,A.J. Brown,4,TEN,NYJ,4,6800,6300,0,0
WR,Racey McMath,4,TEN,NYJ,4,4500,3000,0,0
WR,Cam Sims,4,WAS,ATL,22,4600,3000,0,0
WR,Dax Milne,4,WAS,ATL,22,4500,3000,0,0
WR,Josh Doctson,4,ARI,LAR,13,4500,3000,0,0
WR,Andy Isabella,4,ARI,LAR,13,4500,3000,0,0
WR,Antoine Wesley,4,ARI,LAR,13,4500,3000,0,0
WR,Ben Skowronek,4,LAR,ARI,23,4500,3000,0,0
WR,Tutu Atwell,4,LAR,ARI,23,4600,3000,0,0
WR,Penny Hart,4,SEA,SF,15,4500,3000,0,0
WR,Cody Thompson,4,SEA,SF,15,4500,3000,0,0
WR,Dee Eskridge,4,SEA,SF,15,4600,3000,0,0
WR,Trent Sherfield,4,SF,SEA,20,4600,3200,0,0
WR,Tylan Wallace,4,BAL,DEN,8,4500,3000,0,0
WR,David Moore,4,DEN,BAL,17,4500,3000,0,0
WR,Diontae Spencer,4,DEN,BAL,17,4500,3000,0,0
WR,Equanimeous St. Brown,4,GB,PIT,26,4500,3000,0,0
WR,Malik Taylor,4,GB,PIT,26,4500,3000,0,0
WR,Amari Rodgers,4,GB,PIT,26,4700,3000,0,0
WR,Chase Claypool,4,PIT,GB,10,6500,6100,0,0
WR,Cody White,4,PIT,GB,10,4500,3000,0,0
WR,Matthew Slater,4,NE,TB,32,4500,3000,0,0
WR,Gunner Olszewski,4,NE,TB,32,4500,3000,0,0
WR,Jaydon Mickens,4,TB,NE,5,4500,3000,0,0
WR,Tyler Johnson,4,TB,NE,5,4700,3200,0,0
WR,Jaelon Darden,4,TB,NE,5,4500,3000,0,0
WR,KJ Hill Jr.,4,LAC,LV,12,4600,3000,0,0
WR,Joshua Palmer,4,LAC,LV,12,4900,3000,0,0
WR,Jakeem Grant Sr.,4,MIA,IND,28,4500,3100,-2.2,-0.7
WR,Mike Williams,5,LAC,CLE,6,7700,7200,32.5,39.5
WR,Davante Adams,5,GB,CIN,15,8200,8200,32.1,40.6
WR,Marquise Brown,5,BAL,IND,24,6800,5800,29,36.5
WR,Antonio Brown,5,TB,MIA,12,6500,5200,27.9,34.4
WR,Mike Evans,5,TB,MIA,12,7000,6800,26.3,32.3
WR,Ja'Marr Chase,5,CIN,GB,11,7300,5800,24.9,30.9
WR,Kadarius Toney,5,NYG,DAL,30,5300,4000,24.6,32.6
WR,DK Metcalf,5,SEA,LAR,16,7400,7000,24.3,26.8
WR,Marquez Callaway,5,NO,WAS,23,5400,4700,22.5,24.5
WR,Chase Claypool,5,PIT,DEN,13,6000,6000,21.5,27
WR,Courtland Sutton,5,DEN,PIT,28,6100,5500,21.5,28
WR,Robert Woods,5,LAR,SEA,22,6300,5500,21,30
WR,Chris Moore,5,HOU,NE,4,4500,3000,19.4,24.9
WR,Emmanuel Sanders,5,BUF,KC,26,6200,4900,18.9,20.4
WR,Michael Pittman Jr.,5,IND,BAL,8,5800,5200,17.9,20.9
WR,DeAndre Hopkins,5,ARI,SF,17,7500,7600,17.7,20.7
WR,CeeDee Lamb,5,DAL,NYG,10,6900,6200,16.8,18.8
WR,Justin Jefferson,5,MIN,DET,14,8000,7700,15.9,22.4
WR,Deebo Samuel,5,SF,ARI,25,7700,7100,14.6,16.1
WR,Diontae Johnson,5,PIT,DEN,13,7000,6500,14.2,15.2
WR,Chris Conley,5,HOU,NE,4,4700,3000,13.9,16.4
WR,Deonte Harris,5,NO,WAS,23,4900,4100,13.7,14.2
WR,Amari Cooper,5,DAL,NYG,10,7100,6100,13.5,15
WR,Cooper Kupp,5,LAR,SEA,22,8400,7900,12.7,16.2
WR,Tim Patrick,5,DEN,PIT,28,6000,4700,12.4,15.9
WR,Rondale Moore,5,ARI,SF,17,5200,4600,12.2,14.7
WR,Mecole Hardman,5,KC,BUF,1,5300,4000,12.1,16.6
WR,Tyreek Hill,5,KC,BUF,1,8500,8900,11.3,14.8
WR,DeVonta Smith,5,PHI,CAR,8,6000,5900,11.2,15.7
WR,Keenan Allen,5,LAC,CLE,6,7200,6500,10.5,13.5
WR,Chris Godwin,5,TB,MIA,12,7600,6300,10.5,14
WR,Rashard Higgins,5,CLE,LAC,3,5000,4300,10.4,11.9
WR,Amon-Ra St. Brown,5,DET,MIN,22,4800,3500,10,13.5
WR,Kendall Hinton,5,DEN,PIT,28,6000,3000,9.5,10.5
WR,Donovan Peoples-Jones,5,CLE,LAC,3,4900,3000,9.5,12
WR,DeAndre Carter,5,WAS,NO,21,4500,3000,9.3,11.3
WR,Adam Humphries,5,WAS,NO,21,4700,3300,8.8,10.3
WR,Hunter Renfrow,5,LV,CHI,29,5800,4900,8.6,11.6
WR,Preston Williams,5,MIA,TB,31,4600,3000,8.2,9.7
WR,Tyler Lockett,5,SEA,LAR,16,7300,6600,8.2,10.7
WR,Stefon Diggs,5,BUF,KC,26,8100,7500,7.9,8.9
WR,Tavon Austin,5,JAX,TEN,32,4600,3000,7.9,10.4
WR,Jamal Agnew,5,JAX,TEN,32,4600,3100,7.9,10.9
WR,Tee Higgins,5,CIN,GB,11,6700,5000,7.7,10.2
WR,Jakobi Meyers,5,NE,HOU,7,5900,5600,7.6,9.6
WR,Parris Campbell,5,IND,BAL,8,4900,3200,7.6,9.6
WR,Christian Kirk,5,ARI,SF,17,6100,4900,7.5,10
WR,DeSean Jackson,5,LAR,SEA,22,5300,3800,7.3,7.8
WR,Tajaé Sharpe,5,ATL,NYJ,3,4900,3000,7.3,9.3
WR,Marcus Johnson,5,TEN,JAX,19,4500,3000,6.7,8.2
WR,Henry Ruggs III,5,LV,CHI,29,5900,5600,6.6,8.1
WR,Terry McLaurin,5,WAS,NO,21,7400,7400,6.6,8.6
WR,Corey Davis,5,NYJ,ATL,24,6200,5600,6.5,8.5
WR,Devin Duvernay,5,BAL,IND,24,4900,3600,6.5,8.5
WR,Jamison Crowder,5,NYJ,ATL,24,6000,4900,6.4,8.4
WR,Laviska Shenault Jr.,5,JAX,TEN,32,5800,4800,6.3,6.8
WR,Quez Watkins,5,PHI,CAR,8,4900,3600,6.3,7.8
WR,Zach Pascal,5,IND,BAL,8,5400,4300,6.3,7.8
WR,DJ Moore,5,CAR,PHI,16,7900,7500,6.3,8.8
WR,Byron Pringle,5,KC,BUF,1,5100,3000,6.1,8.1
WR,Tyler Johnson,5,TB,MIA,12,4700,3300,5.7,7.2
WR,Cedrick Wilson,5,DAL,NYG,10,5200,4100,5.48,5.98
WR,Quintez Cephus,5,DET,MIN,22,5100,4300,5.3,6.8
WR,Kendrick Bourne,5,NE,HOU,7,5200,4000,5.3,6.8
WR,A.J. Brown,5,TEN,JAX,19,6900,6500,5.3,6.8
WR,Allen Robinson II,5,CHI,LV,5,6100,5500,5.2,7.2
WR,Noah Brown,5,DAL,NYG,10,4500,3000,5.1,6.6
WR,Adam Thielen,5,MIN,DET,14,7500,6600,5,6
WR,Darnell Mooney,5,CHI,LV,5,5600,4700,5,6.5
WR,Keelan Cole,5,NYJ,ATL,24,5200,3000,4.8,5.8
WR,Nelson Agholor,5,NE,HOU,7,5500,4400,4.7,6.2
WR,Jalen Guyton,5,LAC,CLE,6,4800,3500,4.5,5.5
WR,Sammy Watkins,5,BAL,IND,24,5500,4600,4.5,5.5
WR,Tyler Boyd,5,CIN,GB,11,6300,5300,4.4,6.4
WR,Denzel Mims,5,NYJ,ATL,24,4800,3000,4.3,5.3
WR,Jaylen Waddle,5,MIA,TB,31,5400,4800,4.3,5.3
WR,KhaDarel Hodge,5,DET,MIN,22,4500,3000,4.2,4.7
WR,Brandon Aiyuk,5,SF,ARI,25,5300,4500,4.2,5.2
WR,Chester Rogers,5,TEN,JAX,19,5100,3900,4,4.5
WR,Robby Anderson,5,CAR,PHI,16,5600,5000,4,5
WR,Randall Cobb,5,GB,CIN,15,5500,4000,4,5
WR,Jalen Reagor,5,PHI,CAR,8,5300,4200,3.9,5.4
WR,Brandin Cooks,5,HOU,NE,4,6300,6100,3.8,5.3
WR,Dede Westbrook,5,MIN,DET,14,4500,3000,3.3,4.8
WR,Bryan Edwards,5,LV,CHI,29,5400,3800,3.2,4.2
WR,Marvin Jones Jr.,5,JAX,TEN,32,6600,5700,3,3.5
WR,Olamide Zaccheaus,5,ATL,NYJ,3,5100,3600,3,4
WR,Odell Beckham Jr.,5,CLE,LAC,3,6400,6000,3,4
WR,Penny Hart,5,SEA,LAR,16,4600,3000,2.9,3.9
WR,Mohamed Sanu Sr.,5,SF,ARI,25,4700,3400,2.9,3.9
WR,K.J. Osborn,5,MIN,DET,14,5200,3800,2.9,4.4
WR,Kenny Stills,5,NO,WAS,23,1,3000,2.8,3.8
WR,James Proche II,5,BAL,IND,24,5000,3000,2.5,3.5
WR,Terrace Marshall Jr.,5,CAR,PHI,16,4900,3600,2.4,3.4
WR,Ashton Dulin,5,IND,BAL,8,4600,3000,2.3,3.3
WR,Christian Blake,5,ATL,NYJ,3,4700,3000,2.2,3.2
WR,Joshua Palmer,5,LAC,CLE,6,4700,3000,2.2,3.2
WR,Van Jefferson,5,LAR,SEA,22,5800,3700,2.1,2.6
WR,Gabriel Davis,5,BUF,KC,26,4700,3300,2.1,2.6
WR,A.J. Green,5,ARI,SF,17,5700,5100,1.8,2.3
WR,John Ross,5,NYG,DAL,30,5200,3400,1.8,2.3
WR,C.J. Board,5,NYG,DAL,30,4700,3000,1.7,2.7
WR,Josh Gordon,5,KC,BUF,1,5000,3000,1.6,2.1
WR,Allen Lazard,5,GB,CIN,15,5100,3700,1.6,2.6
WR,Cameron Batson,5,TEN,JAX,19,5000,3000,1.5,1.5
WR,Mack Hollins,5,MIA,TB,31,4500,3000,1.5,2
WR,Freddie Swain,5,SEA,LAR,16,5300,3600,1.4,1.9
WR,N'Keal Harry,5,NE,HOU,7,5000,3000,1.4,1.9
WR,Josh Reynolds,5,TEN,JAX,19,5000,3300,1.3,1.8
WR,Marquise Goodwin,5,CHI,LV,5,4700,3000,1.3,1.8
WR,Demarcus Robinson,5,KC,BUF,1,4800,3500,1.3,1.8
WR,Braxton Berrios,5,NYJ,ATL,24,4700,3500,1.1,1.6
WR,Dax Milne,5,WAS,NO,21,4500,3000,1.1,1.6
WR,Zay Jones,5,LV,CHI,29,4900,3000,1.1,1.6
WR,Cole Beasley,5,BUF,KC,26,5600,4700,1,1.5
WR,Curtis Samuel,5,WAS,NO,21,5200,3000,0.8,0.8
WR,Isaiah Ford,5,MIA,TB,31,4500,3000,0.8,1.3
WR,Willie Snead IV,5,LV,CHI,29,4800,3000,0.8,1.3
WR,JuJu Smith-Schuster,5,PIT,DEN,13,5900,5000,0.6,0.6
WR,Ray-Ray McCloud,5,PIT,DEN,13,4700,3100,0.6,1.1
WR,Ben Skowronek,5,LAR,SEA,22,4500,3000,0,0
WR,Tutu Atwell,5,LAR,SEA,22,4600,3000,0,0
WR,Phillip Dorsett II,5,SEA,LAR,16,4500,3000,0,0
WR,Calvin Ridley,5,ATL,NYJ,3,7200,6800,0,0
WR,Russell Gage,5,ATL,NYJ,3,5000,4000,0,0
WR,Juwan Green,5,ATL,NYJ,3,4500,3000,0,0
WR,Frank Darby,5,ATL,NYJ,3,4500,3000,0,0
WR,Jeff Smith,5,NYJ,ATL,24,4500,3000,0,0
WR,Elijah Moore,5,NYJ,ATL,24,4900,3900,0,0
WR,Alex Erickson,5,CAR,PHI,16,4500,3000,0,0
WR,Brandon Zylstra,5,CAR,PHI,16,4900,3200,0,0
WR,Shi Smith,5,CAR,PHI,16,4500,3000,0,0
WR,Mike Thomas,5,CIN,GB,11,4600,3000,0,0
WR,Auden Tate,5,CIN,GB,11,4800,3000,0,0
WR,Stanley Morgan,5,CIN,GB,11,4500,3000,0,0
WR,Trenton Irwin,5,CIN,GB,11,4500,3000,0,0
WR,David Moore,5,DEN,PIT,28,4500,3000,0,0
WR,Diontae Spencer,5,DEN,PIT,28,4500,3000,0,0
WR,Tyrie Cleveland,5,DEN,PIT,28,4500,3000,0,0
WR,Kalif Raymond,5,DET,MIN,22,5300,4800,0,0
WR,Trinity Benson,5,DET,MIN,22,4600,3000,0,0
WR,Tom Kennedy,5,DET,MIN,22,4500,3000,0,0
WR,Equanimeous St. Brown,5,GB,CIN,15,4500,3000,0,0
WR,Malik Taylor,5,GB,CIN,15,4500,3000,0,0
WR,Amari Rodgers,5,GB,CIN,15,4600,3000,0,0
WR,Danny Amendola,5,HOU,NE,4,4700,3200,0,0
WR,Andre Roberts,5,HOU,NE,4,4500,3000,0,0
WR,Davion Davis,5,HOU,NE,4,4500,3000,0,0
WR,Tyron Johnson,5,JAX,TEN,32,4800,3000,0,0
WR,Albert Wilson,5,MIA,TB,31,4600,3100,0,0
WR,DeVante Parker,5,MIA,TB,31,5700,5400,0,0
WR,Ihmir Smith-Marsette,5,MIN,DET,14,4500,3000,0,0
WR,Matthew Slater,5,NE,HOU,7,4500,3000,0,0
WR,Gunner Olszewski,5,NE,HOU,7,4500,3000,0,0
WR,Chris Hogan,5,NO,WAS,23,4700,3000,0,0
WR,Ty Montgomery,5,NO,WAS,23,4800,3000,0,0
WR,Lil'Jordan Humphrey,5,NO,WAS,23,4500,3000,0,0
WR,Greg Ward,5,PHI,CAR,8,4800,3200,0,0
WR,J.J. Arcega-Whiteside,5,PHI,CAR,8,4500,3000,0,0
WR,James Washington,5,PIT,DEN,13,5000,4200,0,0
WR,Cody White,5,PIT,DEN,13,4500,3000,0,0
WR,Jaydon Mickens,5,TB,MIA,12,4500,3000,0,0
WR,Jaelon Darden,5,TB,MIA,12,4500,3000,0,0
WR,Julio Jones,5,TEN,JAX,19,6800,6700,0,0
WR,Nick Westbrook-Ikhine,5,TEN,JAX,19,5300,3700,0,0
WR,Cam Sims,5,WAS,NO,21,4700,3000,0,0
WR,Antonio Gandy-Golden,5,WAS,NO,21,4600,3000,0,0
WR,Dyami Brown,5,WAS,NO,21,4700,3200,0,0
WR,Breshad Perriman,5,CHI,LV,5,4500,3000,0,0
WR,Damiere Byrd,5,CHI,LV,5,4600,3000,0,0
WR,Jakeem Grant Sr.,5,CHI,LV,5,4500,3000,0,0
WR,Anthony Schwartz,5,CLE,LAC,3,4600,3000,0,0
WR,KJ Hill Jr.,5,LAC,CLE,6,4600,3000,0,0
WR,Andy Isabella,5,ARI,SF,17,4500,3000,0,0
WR,Antoine Wesley,5,ARI,SF,17,4500,3000,0,0
WR,Malik Turner,5,DAL,NYG,10,4500,3000,0,0
WR,Simi Fehoko,5,DAL,NYG,10,4500,3000,0,0
WR,Sterling Shepard,5,NYG,DAL,30,6400,5300,0,0
WR,Kenny Golladay,5,NYG,DAL,30,6200,5900,0,0
WR,Darius Slayton,5,NYG,DAL,30,5300,4100,0,0
WR,Collin Johnson,5,NYG,DAL,30,4900,3000,0,0
WR,Travis Benjamin,5,SF,ARI,25,4500,3000,0,0
WR,Trent Sherfield,5,SF,ARI,25,4600,3100,0,0
WR,Jauan Jennings,5,SF,ARI,25,4600,3000,0,0
WR,Jake Kumerow,5,BUF,KC,26,4500,3000,0,0
WR,Isaiah McKenzie,5,BUF,KC,26,4600,3000,0,0
WR,Marcus Kemp,5,KC,BUF,1,4600,3000,0,0
WR,Daurice Fountain,5,KC,BUF,1,4500,3000,0,0
WR,Jody Fortson,5,KC,BUF,1,4900,2500,0,0
WR,Miles Boykin,5,BAL,IND,24,4500,3000,0,0
WR,Tylan Wallace,5,BAL,IND,24,4500,3000,0,0
WR,Mike Strachan,5,IND,BAL,8,4600,3000,0,0
WR,CeeDee Lamb,6,DAL,NE,8,7000,6500,31.6,39.1
WR,Cooper Kupp,6,LAR,NYG,13,8200,7900,29.5,37
WR,Adam Thielen,6,MIN,CAR,6,7200,5800,24.3,32.8
WR,Donovan Peoples-Jones,6,CLE,ARI,23,5100,3500,24.1,29.1
WR,Jaylen Waddle,6,MIA,JAX,12,5500,4900,24,29
WR,Antonio Brown,6,TB,PHI,7,7000,5900,19.8,24.3
WR,Marvin Jones Jr.,6,JAX,MIA,29,6100,5500,19.5,26
WR,Courtland Sutton,6,DEN,LV,3,6600,6200,19.4,23.4
WR,Stefon Diggs,6,BUF,TEN,32,7600,7400,19.4,23.9
WR,DeAndre Hopkins,6,ARI,CLE,14,7700,7800,19,20.5
WR,Cole Beasley,6,BUF,TEN,32,5500,4300,18.3,21.8
WR,Tyreek Hill,6,KC,WAS,28,8700,8500,18.1,22.6
WR,Henry Ruggs III,6,LV,DEN,15,5500,5200,17.2,18.7
WR,K.J. Osborn,6,MIN,CAR,6,5000,3500,16.8,19.8
WR,A.J. Green,6,ARI,CLE,14,5400,4900,16.4,18.9
WR,Christian Kirk,6,ARI,CLE,14,5900,5000,16,18.5
WR,Diontae Johnson,6,PIT,SEA,26,7400,6700,14.1,18.6
WR,Kendrick Bourne,6,NE,DAL,27,5200,3800,14,14.5
WR,Brandin Cooks,6,HOU,IND,30,6500,5800,13.4,17.9
WR,Darnell Mooney,6,CHI,GB,11,5600,4300,13,15.5
WR,A.J. Brown,6,TEN,BUF,1,6600,6100,12.6,16.1
WR,Sterling Shepard,6,NYG,LAR,17,6200,5000,12.6,17.6
